file_name,Weight Quarter_1,Weight Density Quarter_1,Weight Quarter_2,Weight Density Quarter_2,Weight Quarter_3,Weight Density Quarter_3,Weight Quarter_4,Weight Density Quarter_4,Center of Gravity coordinate_x,Center of Gravity coordinate_y,Relative Center of Gravity coordinate_x,Relative Center of Gravity coordinate_y,Axial Moment of Inertia_x,Axial Moment of Inertia_y,Relative Axial Moment of Inertia_x,Relative Axial Moment of Inertia_y,Hypothesis
row1_0_preprocessed.bmp,696,0.4904862579281184,717,0.493801652892562,661,0.4521203830369357,658,0.43983957219251335,31.75402635431918,42.88506588579795,0.4659700962775633,0.48703564983485986,1483851.9106881425,923342.7057101232,9.345675346129246e-07,1.2621703417825465e-06,"[('v', 0.9438066395893265), ('x', 0.9270919509933467), ('w', 0.9222399399003025), ('o', 0.8933243132264828), ('c', 0.8828753129095462), ('t', 0.8651262398148438), ('m', 0.838121462372222), ('e', 0.8237573700029991), ('y', 0.8172078876342116), ('n', 0.8075131769734569), ('f', 0.8051488774823129), ('g', 0.7967260608189287), ('p', 0.7963168793142411), ('h', 0.7922558578518366), ('q', 0.7920882019871974), ('u', 0.7850942277006394), ('s', 0.7746469022777439), ('a', 0.7709991149743969), ('d', 0.7676477904888827), ('b', 0.7614997853065735), ('z', 0.7415656334401193), ('k', 0.7167188216118046), ('r', 0.5849534769153242), ('j', 0.5584932556553149), ('i', 0.48470652452733287), ('l', 0.4843706213185006)]"
row1_5_preprocessed.bmp,471,0.5772058823529411,447,0.5477941176470589,410,0.5024509803921569,410,0.5024509803921569,22.54602991944764,32.49884925201381,0.45842616849888596,0.4701320783882659,578418.4976985028,302330.8176064442,2.116263681585024e-06,3.050476496796399e-06,"[('w', 0.9531572178064882), ('o', 0.9410547447621644), ('m', 0.9090825338340781), ('e', 0.9013485144755674), ('n', 0.8959788842240912), ('t', 0.8898801489408993), ('x', 0.8764216470265558), ('c', 0.8574998941305746), ('v', 0.8540635009298541), ('g', 0.8470526624274596), ('s', 0.831673420345333), ('u', 0.8265808770534653), ('a', 0.8084355487487386), ('p', 0.8047505133942336), ('h', 0.8030982050120519), ('f', 0.799481882400772), ('q', 0.792354533456893), ('b', 0.767589125268855), ('y', 0.7615347427866962), ('z', 0.7533493503472085), ('d', 0.7496859799920107), ('k', 0.7080984811362611), ('r', 0.5918643100021809), ('j', 0.5630413133226495), ('i', 0.5162385676397823), ('l', 0.5158772784458686)]"
row1_18_preprocessed.bmp,386,0.5085638998682477,372,0.4901185770750988,389,0.5125164690382081,155,0.20421607378129117,29.50614439324117,20.178187403993856,0.43855606758832566,0.4261819423109746,155130.66052227383,458689.4508448545,3.201171405718246e-06,2.189165608221094e-06,"[('y', 0.9237038241884793), ('p', 0.8567527419617438), ('f', 0.8278534605878584), ('v', 0.8108649433832832), ('c', 0.7944974320546364), ('w', 0.7752204754199079), ('x', 0.7625200348317882), ('o', 0.7566020201061743), ('m', 0.7538760731519324), ('e', 0.7492278940974102), ('t', 0.7346656116681087), ('z', 0.7274112018300977), ('n', 0.727043233663595), ('h', 0.7211424607109106), ('k', 0.7070637171309582), ('b', 0.7051888105671397), ('u', 0.679880138400406), ('g', 0.6778437468037696), ('a', 0.6773531274114416), ('q', 0.673946569800931), ('d', 0.6711731597888312), ('s', 0.6691799924732633), ('r', 0.655325891637449), ('j', 0.5052556869656637), ('i', 0.4605394372697338), ('l', 0.46027214339127825)]"
row1_26_preprocessed.bmp,315,0.525,324,0.5184,338,0.5416666666666666,345,0.5307692307692308,25.37897125567322,23.936459909228443,0.4875794251134644,0.47784291477559254,280896.66263237526,287951.13540090696,4.063885859373477e-06,3.832899291645981e-06,"[('o', 0.9757619902119321), ('w', 0.9249226163122449), ('x', 0.9059688296144022), ('e', 0.8758823590952455), ('u', 0.8729514767785296), ('c', 0.8719088252749135), ('g', 0.8619326898431938), ('t', 0.8528921694387145), ('a', 0.8501327383036787), ('n', 0.8474323028372244), ('m', 0.8474141352152337), ('v', 0.839778210350252), ('s', 0.8234840308408349), ('h', 0.8092538727158485), ('b', 0.7875121071835862), ('p', 0.7864791150911783), ('d', 0.7807887327846748), ('q', 0.7759730254612677), ('f', 0.7697135924896233), ('z', 0.7676842324213063), ('y', 0.7495682812591219), ('k', 0.7292530161835871), ('r', 0.5818548398363655), ('j', 0.5688462121975669), ('i', 0.5149833130844589), ('l', 0.5145912886498016)]"
row1_13_preprocessed.bmp,415,0.530690537084399,486,0.5955882352941176,432,0.5524296675191815,551,0.6752450980392157,33.61624203821656,24.97027600849257,0.48680958265994867,0.5210929567063601,389070.3354564751,741699.542993632,3.291058640867629e-06,2.444611224811342e-06,"[('g', 0.9567604378141485), ('u', 0.8967941122366095), ('a', 0.8877851054004225), ('o', 0.8457063701868965), ('s', 0.8306631274594556), ('e', 0.8246644769589913), ('w', 0.8202035796786348), ('n', 0.8193066560226887), ('x', 0.8055339525630042), ('t', 0.7995708484506964), ('m', 0.7953380272113374), ('d', 0.786027805147799), ('q', 0.7809784760036127), ('c', 0.7633007187272866), ('v', 0.7500792468325751), ('h', 0.7410542478960299), ('z', 0.736971982744494), ('b', 0.7253203451429528), ('f', 0.7096090632298011), ('p', 0.7063219438393631), ('y', 0.6700073892772593), ('k', 0.6673844089949819), ('j', 0.6084513524645162), ('i', 0.5454435715447896), ('l', 0.5449467440833072), ('r', 0.5409866370292868)]"
row1_32_preprocessed.bmp,315,0.525,324,0.5184,338,0.5416666666666666,345,0.5307692307692308,25.37897125567322,23.936459909228443,0.4875794251134644,0.47784291477559254,280896.66263237526,287951.13540090696,4.063885859373477e-06,3.832899291645981e-06,"[('o', 0.9757619902119321), ('w', 0.9249226163122449), ('x', 0.9059688296144022), ('e', 0.8758823590952455), ('u', 0.8729514767785296), ('c', 0.8719088252749135), ('g', 0.8619326898431938), ('t', 0.8528921694387145), ('a', 0.8501327383036787), ('n', 0.8474323028372244), ('m', 0.8474141352152337), ('v', 0.839778210350252), ('s', 0.8234840308408349), ('h', 0.8092538727158485), ('b', 0.7875121071835862), ('p', 0.7864791150911783), ('d', 0.7807887327846748), ('q', 0.7759730254612677), ('f', 0.7697135924896233), ('z', 0.7676842324213063), ('y', 0.7495682812591219), ('k', 0.7292530161835871), ('r', 0.5818548398363655), ('j', 0.5688462121975669), ('i', 0.5149833130844589), ('l', 0.5145912886498016)]"
row1_36_preprocessed.bmp,308,0.5356521739130434,243,0.4226086956521739,327,0.5468227424749164,262,0.43812709030100333,25.303508771929824,20.621052631578948,0.4860701754385965,0.43602339181286554,196230.29473684207,278920.98596491164,4.597531698933925e-06,3.7467508555272378e-06,"[('c', 0.974007060937302), ('x', 0.8861874496707888), ('o', 0.8806285653905427), ('w', 0.8748589846114389), ('v', 0.8605178401586903), ('h', 0.8542296372904848), ('b', 0.8352474181606877), ('p', 0.828555812049351), ('t', 0.8193208209490115), ('e', 0.8192011495465079), ('m', 0.8110856848196599), ('u', 0.7991452701478367), ('y', 0.799039526104797), ('n', 0.7952594206154968), ('k', 0.7890036569152304), ('s', 0.778148900167129), ('a', 0.7746132651394251), ('g', 0.7701082790963726), ('f', 0.7673266222308888), ('z', 0.7414881789335412), ('d', 0.7291355308522298), ('q', 0.7279442824754684), ('r', 0.6144509151202788), ('j', 0.5310904611834976), ('i', 0.49184862997977596), ('l', 0.4915329655186027)]"
row1_29_preprocessed.bmp,340,0.591304347826087,352,0.6121739130434782,371,0.6204013377926422,317,0.5301003344481605,25.184057971014493,22.036231884057973,0.4836811594202899,0.4674718196457327,229406.18840579694,268369.24927536224,4.575828035279163e-06,4.003882446706547e-06,"[('e', 0.9351312781576736), ('n', 0.8829674493844846), ('o', 0.8747718198480718), ('w', 0.8533626753740243), ('a', 0.8525141226778902), ('m', 0.8482854458449243), ('u', 0.8481988005085024), ('g', 0.84583455127316), ('x', 0.8063245121331951), ('c', 0.8008712192172774), ('t', 0.800353674741572), ('s', 0.7995739271670913), ('z', 0.7981070511354019), ('p', 0.7912524068964379), ('f', 0.77164344869654), ('v', 0.7715314885762703), ('h', 0.7613724202226854), ('b', 0.7456686584107381), ('d', 0.742236267004331), ('q', 0.7348127499182443), ('y', 0.7138516826176339), ('k', 0.6987705608828471), ('r', 0.595196652848715), ('j', 0.5663126791746194), ('i', 0.5478518826914703), ('l', 0.547415432303041)]"
row1_17_preprocessed.bmp,557,0.6365714285714286,521,0.5788888888888889,400,0.45714285714285713,425,0.4722222222222222,22.331056227009984,34.23594324750394,0.4353276781022446,0.47479918925005626,1000655.061481888,403487.43457698566,1.7719544714945434e-06,2.716599345169922e-06,"[('m', 0.9745851616232916), ('n', 0.9168831191058118), ('w', 0.8979186456775062), ('t', 0.8961791315043861), ('e', 0.8803207975198041), ('o', 0.8694303894820598), ('v', 0.839733912665349), ('x', 0.8257876636706435), ('s', 0.8184652644348451), ('c', 0.8174029424201126), ('f', 0.8171333488484104), ('g', 0.8115639321237627), ('p', 0.8017011080826377), ('q', 0.7965027720544594), ('h', 0.7795230843871864), ('u', 0.7760570659940838), ('a', 0.7610907963248095), ('y', 0.7599293549462068), ('b', 0.7367871369231271), ('z', 0.7268373635192574), ('d', 0.7144866884792102), ('k', 0.6792906606924132), ('r', 0.5978324518301799), ('j', 0.5546465143671632), ('i', 0.5152567239682782), ('l', 0.5149390757539406)]"
row1_1_preprocessed.bmp,451,0.6507936507936508,236,0.325068870523416,378,0.5294117647058824,377,0.5040106951871658,35.39667128987517,18.346740638002775,0.5211616862102298,0.4130176342381613,322620.6296809983,432511.1040221932,4.264576469043814e-06,2.2104078026923543e-06,"[('h', 0.9790599839497938), ('b', 0.9108067616474795), ('c', 0.859164077968137), ('o', 0.8047804536764026), ('x', 0.8042403008873114), ('s', 0.8029157555421135), ('k', 0.7985491898905698), ('w', 0.7959384770822037), ('t', 0.7934452493556842), ('v', 0.7825048017484402), ('u', 0.7696905729159964), ('m', 0.768985778693909), ('n', 0.761046219163267), ('e', 0.7610104061771971), ('p', 0.7597109959547675), ('g', 0.7331109132076927), ('a', 0.7286829846322793), ('y', 0.7268452143222953), ('q', 0.698656035299194), ('f', 0.6973957492453876), ('d', 0.6714557539180817), ('z', 0.6698917159526309), ('r', 0.608885905320986), ('j', 0.5067240617024915), ('i', 0.49456866046900394), ('l', 0.494337265895175)]"
row1_22_preprocessed.bmp,340,0.591304347826087,352,0.6121739130434782,371,0.6204013377926422,317,0.5301003344481605,25.184057971014493,22.036231884057973,0.4836811594202899,0.4674718196457327,229406.18840579694,268369.24927536224,4.575828035279163e-06,4.003882446706547e-06,"[('e', 0.9351312781576736), ('n', 0.8829674493844846), ('o', 0.8747718198480718), ('w', 0.8533626753740243), ('a', 0.8525141226778902), ('m', 0.8482854458449243), ('u', 0.8481988005085024), ('g', 0.84583455127316), ('x', 0.8063245121331951), ('c', 0.8008712192172774), ('t', 0.800353674741572), ('s', 0.7995739271670913), ('z', 0.7981070511354019), ('p', 0.7912524068964379), ('f', 0.77164344869654), ('v', 0.7715314885762703), ('h', 0.7613724202226854), ('b', 0.7456686584107381), ('d', 0.742236267004331), ('q', 0.7348127499182443), ('y', 0.7138516826176339), ('k', 0.6987705608828471), ('r', 0.595196652848715), ('j', 0.5663126791746194), ('i', 0.5478518826914703), ('l', 0.547415432303041)]"
row1_10_preprocessed.bmp,315,0.525,324,0.5184,338,0.5416666666666666,345,0.5307692307692308,25.37897125567322,23.936459909228443,0.4875794251134644,0.47784291477559254,280896.66263237526,287951.13540090696,4.063885859373477e-06,3.832899291645981e-06,"[('o', 0.9757619902119321), ('w', 0.9249226163122449), ('x', 0.9059688296144022), ('e', 0.8758823590952455), ('u', 0.8729514767785296), ('c', 0.8719088252749135), ('g', 0.8619326898431938), ('t', 0.8528921694387145), ('a', 0.8501327383036787), ('n', 0.8474323028372244), ('m', 0.8474141352152337), ('v', 0.839778210350252), ('s', 0.8234840308408349), ('h', 0.8092538727158485), ('b', 0.7875121071835862), ('p', 0.7864791150911783), ('d', 0.7807887327846748), ('q', 0.7759730254612677), ('f', 0.7697135924896233), ('z', 0.7676842324213063), ('y', 0.7495682812591219), ('k', 0.7292530161835871), ('r', 0.5818548398363655), ('j', 0.5688462121975669), ('i', 0.5149833130844589), ('l', 0.5145912886498016)]"
row1_31_preprocessed.bmp,249,0.5737327188940092,257,0.5526881720430108,169,0.37723214285714285,272,0.5666666666666667,30.874340021119323,14.610348468848997,0.48184419388902133,0.48608387388746416,31719.21858500515,310780.04646251485,9.249549652230268e-06,4.377069874418838e-06,"[('t', 0.9388381767681981), ('w', 0.873144385994472), ('q', 0.8688158321320225), ('m', 0.8580070646111071), ('o', 0.8578163874270218), ('x', 0.8460341537407337), ('s', 0.8457619404751138), ('g', 0.8427963757560044), ('n', 0.8403679772515349), ('v', 0.8335894302214057), ('e', 0.8160482065303493), ('c', 0.7982156520054211), ('u', 0.7908756867124677), ('h', 0.7754217938587528), ('a', 0.7683408407338082), ('f', 0.7558432486191923), ('d', 0.7474630223952863), ('b', 0.7333773287655035), ('p', 0.7311217696232193), ('y', 0.7260184832891108), ('z', 0.6954995713272477), ('k', 0.6671298863394917), ('j', 0.5814276130235467), ('r', 0.5542500360772598), ('i', 0.5053987629412722), ('l', 0.5050697983520134)]"
row1_6_preprocessed.bmp,282,0.47,339,0.565,421,0.6746794871794872,415,0.6650641025641025,26.963623884694577,23.512697323266988,0.5192724776938915,0.4789935600695104,249242.01509951983,328021.0720658891,4.499408594967243e-06,3.923553928788571e-06,"[('a', 0.9560355810730597), ('u', 0.9147811610901747), ('g', 0.8450132354975988), ('o', 0.8146947933708715), ('e', 0.7957395047843708), ('d', 0.7846191342109414), ('x', 0.782670075286972), ('w', 0.7811356746226701), ('z', 0.7692932537351784), ('s', 0.7682244909738147), ('n', 0.7663931645743343), ('c', 0.7579710957213472), ('m', 0.7435492777416153), ('t', 0.739609934146937), ('b', 0.7362170872996033), ('h', 0.7306355130651884), ('v', 0.7205893129271459), ('q', 0.7085486628563674), ('p', 0.7058665657066051), ('k', 0.6971046170034825), ('f', 0.6872262531076674), ('y', 0.6600506170601078), ('j', 0.591628086598212), ('r', 0.5472356196555394), ('i', 0.5465978209887064), ('l', 0.5460517282894177)]"
row1_25_preprocessed.bmp,315,0.525,324,0.5184,338,0.5416666666666666,345,0.5307692307692308,25.37897125567322,23.936459909228443,0.4875794251134644,0.47784291477559254,280896.66263237526,287951.13540090696,4.063885859373477e-06,3.832899291645981e-06,"[('o', 0.9757619902119321), ('w', 0.9249226163122449), ('x', 0.9059688296144022), ('e', 0.8758823590952455), ('u', 0.8729514767785296), ('c', 0.8719088252749135), ('g', 0.8619326898431938), ('t', 0.8528921694387145), ('a', 0.8501327383036787), ('n', 0.8474323028372244), ('m', 0.8474141352152337), ('v', 0.839778210350252), ('s', 0.8234840308408349), ('h', 0.8092538727158485), ('b', 0.7875121071835862), ('p', 0.7864791150911783), ('d', 0.7807887327846748), ('q', 0.7759730254612677), ('f', 0.7697135924896233), ('z', 0.7676842324213063), ('y', 0.7495682812591219), ('k', 0.7292530161835871), ('r', 0.5818548398363655), ('j', 0.5688462121975669), ('i', 0.5149833130844589), ('l', 0.5145912886498016)]"
row1_2_preprocessed.bmp,340,0.591304347826087,352,0.6121739130434782,371,0.6204013377926422,317,0.5301003344481605,25.184057971014493,22.036231884057973,0.4836811594202899,0.4674718196457327,229406.18840579694,268369.24927536224,4.575828035279163e-06,4.003882446706547e-06,"[('e', 0.9351312781576736), ('n', 0.8829674493844846), ('o', 0.8747718198480718), ('w', 0.8533626753740243), ('a', 0.8525141226778902), ('m', 0.8482854458449243), ('u', 0.8481988005085024), ('g', 0.84583455127316), ('x', 0.8063245121331951), ('c', 0.8008712192172774), ('t', 0.800353674741572), ('s', 0.7995739271670913), ('z', 0.7981070511354019), ('p', 0.7912524068964379), ('f', 0.77164344869654), ('v', 0.7715314885762703), ('h', 0.7613724202226854), ('b', 0.7456686584107381), ('d', 0.742236267004331), ('q', 0.7348127499182443), ('y', 0.7138516826176339), ('k', 0.6987705608828471), ('r', 0.595196652848715), ('j', 0.5663126791746194), ('i', 0.5478518826914703), ('l', 0.547415432303041)]"
row1_21_preprocessed.bmp,451,0.6507936507936508,236,0.325068870523416,378,0.5294117647058824,377,0.5040106951871658,35.39667128987517,18.346740638002775,0.5211616862102298,0.4130176342381613,322620.6296809983,432511.1040221932,4.264576469043814e-06,2.2104078026923543e-06,"[('h', 0.9790599839497938), ('b', 0.9108067616474795), ('c', 0.859164077968137), ('o', 0.8047804536764026), ('x', 0.8042403008873114), ('s', 0.8029157555421135), ('k', 0.7985491898905698), ('w', 0.7959384770822037), ('t', 0.7934452493556842), ('v', 0.7825048017484402), ('u', 0.7696905729159964), ('m', 0.768985778693909), ('n', 0.761046219163267), ('e', 0.7610104061771971), ('p', 0.7597109959547675), ('g', 0.7331109132076927), ('a', 0.7286829846322793), ('y', 0.7268452143222953), ('q', 0.698656035299194), ('f', 0.6973957492453876), ('d', 0.6714557539180817), ('z', 0.6698917159526309), ('r', 0.608885905320986), ('j', 0.5067240617024915), ('i', 0.49456866046900394), ('l', 0.494337265895175)]"
